CountryName,CountryCode,StartDate,EndDate,PolicyType,PolicyValue,Flag,InitialNote
Algeria,DZA,20200424,20200726,C4: Restrictions on gatherings,3,1,"The government lifted the full lockdown in Blida on 24 April and replaced it with curfew between 14:00 to 07:00. Night time curfews in provinces of Algiers, Oran, Béjaïa, Sétif,  Tizi Ouzou, Tipaza, Tlemcen, Aïn Defla, and Médéa have been shortened to run from 17:00 to 07:00. Reports indicate that the curfew observed in the other provinces of the country between 19:00 to 07:00 will remain place without change. Source: https://web.archive.org/web/20200426141624/https://www.garda.com/crisis24/news-alerts/335791/algeria-authorities-ease-covid-19-restrictions-for-ramadan-april-24-update-12"
Algeria,DZA,20200424,20211019,C6: Stay at home requirements,2,0,"The government lifted the full lockdown in Blida on 24 April and replaced it with curfew between 14:00 to 07:00. Night time curfews in other provinces to continue.  Source: https://web.archive.org/web/20200426141624/https://www.garda.com/crisis24/news-alerts/335791/algeria-authorities-ease-covid-19-restrictions-for-ramadan-april-24-update-12"
Algeria,DZA,20200424,20200511,C7: Restrictions on internal movement,0,,"""From 24 April, the timing of the curfew in Algiers and 8 other wilayas (Ain Defla, Medea, Setif, Oran, Tizi Ouzou, Tipaza, Bejaia and Tlemcen) was amended, and now runs from 5pm to 7am. The full lockdown in the wilaya of Blida was lifted, and replaced with a curfew from 2pm to 7am. The original 7pm to 7am curfew remains in force for all 38 remaining wilayas.""    https://web.archive.org/web/20200709102707/https://www.gov.uk/foreign-travel-advice/algeria/staying-during-coronavirus"
Algeria,DZA,20200424,20200523,H6: Facial Coverings,0,,
Algeria,DZA,20200424,20211019,H8: Protection of elderly people,2,0,"""Algeria will ease confinement measures from the first day of the holy month of Ramadan on Friday by shortening a night curfew and lifting a full lockdown for a province near the capital Algiers, the prime minister’s office said on Thursday.    It said the full lockdown in the Blida province south of Algiers will be replaced with a curfew from 2 p.m. to 7 a.m. while a 3 p.m.-7 a.m. curfew in nine provinces, including Algiers, will be shortened to run from 5 p.m. to 7 a.m.""    Source: https://archive.vn/rPpZF"
Algeria,DZA,20200512,20200513,C7: Restrictions on internal movement,2,1,"""The nationwide curfew has been extended from 1pm to 7 am over the two days of Eid al Fitr. No cars or any over vehicles are allowed on the road at all over two days of Eid al Fitr.""    https://web.archive.org/web/20200709102707/https://www.gov.uk/foreign-travel-advice/algeria/staying-during-coronavirus"
Algeria,DZA,20200514,20200709,C7: Restrictions on internal movement,0,,"Eid al Fitr over, cars allowed back on the road."
Algeria,DZA,20200524,20211231,H6: Facial Coverings,3,1,"The wearing of facemasks became mandatory on 24 May in all public spaces, including when using public transport, and within private cars and taxis.  https://web.archive.org/web/20200910153722/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20200604,20210204,E2: Debt/contract relief,2,,"A supplementary finance law (SFL) was enacted on June 4. In response to the economic impact on household and enterprises of the lockdown measures, the authorities also announced that: (i) the declaration and payments of income taxes for individuals and enterprises have been postponed, except for large enterprises; and (ii) contractual deadlines would be relaxed and penalties for companies that experience delays in completing public contracts would be suspended.      https://web.archive.org/web/20200707002837/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
Algeria,DZA,20200614,20200807,C5: Close public transport,0,,"It was decided after consultation with Mr. President of the Republic that eff. June 14, resumption of certain urban transport activities: -Resumption across all of the country's wilayas, of urban passenger transport activities by bus and tram, subject to compliance with some prevention rules. - The recovery across all the wilayas of the country of urban transport by individual taxis, subject to compliance with the following prevention rules:  https://web.archive.org/web/20200709100237/http://www.premier-ministre.gov.dz/fr/premier-ministre/activites/com-13-06-2020-fr.html"
Algeria,DZA,20200614,20210516,E1: Income support,0,,"It was decided after consultation with Mr. President of the Republic that eff. June 14, with regard to exceptional paid leave in the economic sector: - The lifting of the measure of exceptional paid leave of 50% of the workforce in the public and private economic sector, for companies that can transport their staff, and meet the health protection conditions specific to their activity.   With regard to exceptional paid leave in public institutions and administrations:  - The lifting of the measure of exceptional leave with pay of 50% of the staff of public institutions and administrations, while maintaining this measure for the benefit of pregnant women and those raising children under 14 years of age.  The measure was therefore lifted partially, and will affect only certain groups hereon.   https://web.archive.org/web/20200709105027/http://www.premier-ministre.gov.dz/fr/premier-ministre/activites/com-13-06-2020-fr.html"
Algeria,DZA,20200628,20211128,H3: Contact tracing,2,,"The government statement says that it aims to -     Strengthen epidemiological surveillance by conducting in-depth investigations, especially about people in contact, in order to break the chain of spread of infection. In this context, the human and material means necessary to implement these investigations will be provided by placing land and air transport at the disposal of the Ministry of Health in order to enable it to intervene quickly and effectively to resolve the problems raised across all states of the country      https://web.archive.org/web/20200707001319/http://www.premier-ministre.gov.dz/ar/premier-ministre/activites/com-29-06-2020-ar2.html"
Algeria,DZA,20200710,20200726,C7: Restrictions on internal movement,2,0,"The Algerian government reimposed interprovincial travel restrictions from Friday, July 10, for one week in an effort to prevent a rise in cases of the coronavirus disease (COVID-19). The measure affects 29 provinces, including Algiers.   During this period, private travel to and from these provinces will be banned. The measure comes amid an increase in cases following the easing of lockdown measures, with Blida and Algiers being among the worst affected provinces.    https://web.archive.org/web/20200716095127/https://www.garda.com/crisis24/news-alerts/358786/algeria-interprovincial-travel-restrictions-reimposed-for-one-week-from-july-10-update-22"
Algeria,DZA,20200727,20200814,C4: Restrictions on gatherings,4,1,"""A ban is place for gatherings of more than 2 people, including the weekly “hirak” demonstrations that has taken place for the last 12 months.""  https://web.archive.org/web/20200807031805/https://www.smartraveller.gov.au/destinations/africa/algeria"
Algeria,DZA,20200727,20200809,C7: Restrictions on internal movement,2,1,"""No intra-regional travel is yet possible, only within provinces.""  https://web.archive.org/web/20200807032330/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20200808,20201021,C5: Close public transport,2,0,"""The governor of Algiers prohibited all public transportation on Fridays and Saturdays until further notice.  Public transportation (and depending on the province, private transportation) may be suspended in the other 28 provinces affected by a curfew on Fridays and Saturdays.""    Source: http://web.archive.org/web/20200816105319/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20200810,20210516,C7: Restrictions on internal movement,2,0,"""All vehicle travel between the 29 provinces listed below as being impacted by a curfew has been prohibited for one week as of July 10: (...) Algiers, where the curfew is from 8pm to 5am.  The other provinces covered by the curfew are:  Boumerdes, Souk Ahras, Tissemsilt, Djelfa, Mascara, Oum El Bouaghi, Batna, Bouira, Relizane, Biskra, Khenchela, M’sila, Chlef, Sidi Bel Abbes, Médéa, Blida, Bordj Bou Arreridj, Tipaza, Ouargla, Bechar, Constantine, Oran, Sétif, Annaba, Bejaia, Adrar, Laghouat, El Oued (...)""    Source: http://web.archive.org/web/20200816105319/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20200815,20210315,C3: Cancel public events,1,1,"""Mosques with a capacity of more than 1,000 worshipers can reopen from August 15, through Friday prayers, which attract larger numbers of people, will remain banned throughout the country. The government will also allow the reopening of beaches and entertainment venues, as well as restaurants, cafes, and hotels. It said social distancing and protection masks would be compulsory, and warned any violation of preventive measures against the novel coronavirus would prompt it to reimpose more restrictions""    Source: https://africa.cgtn.com/2020/08/09/algeria-eases-more-covid-19-restrictions/"
Algeria,DZA,20200815,20200817,C4: Restrictions on gatherings,0,,"""Mosques with a capacity of more than 1,000 worshipers can reopen from August 15, through Friday prayers, which attract larger numbers of people, will remain banned throughout the country. The government will also allow the reopening of beaches and entertainment venues, as well as restaurants, cafes, and hotels. It said social distancing and protection masks would be compulsory, and warned any violation of preventive measures against the novel coronavirus would prompt it to reimpose more restrictions""    Source: https://africa.cgtn.com/2020/08/09/algeria-eases-more-covid-19-restrictions/"
Algeria,DZA,20200818,20210221,C4: Restrictions on gatherings,4,1,"There is a nationwide ban on family gatherings of any kind, including marriages. https://web.archive.org/web/20200826015744/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20200901,20201103,C1: School closing,2,1,"From beginning of September, nurseries may reopen at 50 per cent capacity. No further updates on schools and universities.   https://web.archive.org/web/20200910154942/https://www.meed.com/algeria-amends-curfew-to-curb-covid-19  "
Algeria,DZA,20201022,20201114,C2: Workplace closing,1,1,"The Algerian government has started to ease the measures it had undertaken to limit the spread of COVID-19 by allowing more businesses to reopen.   Mosques, restaurants, parks and cafes were permitted to reopen from 15 August. This is conditional on social distancing and sanitary measures being in place.    https://web.archive.org/web/20201109095638/https://dz.usembassy.gov/covid-19-information/    https://web.archive.org/web/20201109095658/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20201022,20201109,C5: Close public transport,2,1,"Travel between provinces is now permitted though public transport options remain limited.  Public and private transportation between the 29 provinces listed below as being impacted by a curfew has been prohibited.  Public transportation (and depending on the province, private transportation) may be suspended on Fridays and Saturdays in the provinces affected by a curfew.    https://web.archive.org/web/20201109095658/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus  https://web.archive.org/web/20201109095638/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20201104,20210405,C1: School closing,1,1,"Schools are fully open but with precautionary measures in place.    https://web.archive.org/web/20201207104229/https://en.unesco.org/covid19/educationresponse    https://web.archive.org/web/20201207104911/https://www.chinadaily.com.cn/a/202010/22/WS5f90fa0ba31024ad0ba80478.html"
Algeria,DZA,20201110,20210516,C5: Close public transport,2,0,"Public and private transportation between the 29 provinces listed below as being impacted by a curfew has been prohibited.  Public transportation (and depending on the province, private transportation) may be suspended on Fridays and Saturdays in the provinces affected by a curfew.    https://web.archive.org/web/20201115073533/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20201115,20210516,C2: Workplace closing,2,1,"In mid-November, the Algerian government imposed mandated 3:00pm daily closures on some businesses, including salons, home goods stores, and commercial centers, in the 32 wilayas, including Algiers.  Restaurants and cafes are also subject to the 3:00pm closure requirement and offer only carry-out or delivery services.  It is expected that the Algerian government will review these restrictions in mid-December.  The lifting of restrictions will be gradual and dependent on the evolution of COVID-19 cases in Algeria.    https://web.archive.org/web/20201214081917/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20210131,20210516,H7: Vaccination policy,3,1,"Vaccines will get administered in all regions of the country starting Sunday with health care workers (A), elderly adults (C) and other vulnerable populations (B).    https://web.archive.org/web/20210302080156/https://www.france24.com/en/africa/20210130-algeria-launches-its-covid-19-vaccination-campaign"
Algeria,DZA,20210131,20210221,V1: Vaccine Prioritisation,6864,,"Vaccines will start being administered in all regions of the country on Sunday. The campaign is set to start with health care workers, the elderly and other vulnerable populations.  A 65-year-old (hence, the code includes age groups 65+) retiree got the first shot of Russia’s Sputnik-V vaccine at a hospital in the town of Blida, about 40 kilometers (25 miles) southwest of the capital, Algiers, in the presence of health authorities.   Since the elderly are getting vaccinated, elderly in care homes have also been included.    https://web.archive.org/web/20210302080156/https://www.france24.com/en/africa/20210130-algeria-launches-its-covid-19-vaccination-campaign"
Algeria,DZA,20210131,20210221,V2: Vaccine Availability,8214,,"Vaccines will start being administered in all regions of the country on Sunday. The campaign is set to start with health care workers, the elderly and other vulnerable populations.  https://web.archive.org/web/20210302080156/https://www.france24.com/en/africa/20210130-algeria-launches-its-covid-19-vaccination-campaign      Algeria received its first shipment of the Russian vaccine Friday at the Boufarik military airport, west of Algiers. Authorities did not indicate how many doses arrived, but the government had said it ordered a first batch of 500,000.  The North African nation is using Russia’s Sputnik-V vaccine, and a 65-year-old retiree received the first shot at a hospital in Blida, a city about 40 kilometers (25 miles) southwest of the capital, Algiers. Health authorities were on hand for the event.    “All measures have been taken to ensure a good rollout of the vaccination campaign on the national territory,” Health Minister Abderrahmane Benbouzid said.    Vaccines will get administered in all regions of the country starting Sunday with health care workers, elderly adults and other vulnerable populations.  Health worker Yacine Ali Messaoud, who received a shot of Sputnik-V on Saturday, told The Associated Press he “came to set an example for the young people of my region and Algerians in general, so they don’t feel fear and can be vaccinated.”    Dr. Omran Fatma Zahra, head of community medicine for the Ouled Yaich health district, said, the public reception to the rollout seemed positive.  “There are a lot of people. We have just vaccinated about 20 people with chronic diseases who are under observation. So, it’s going very well,” the doctor.    https://apnews.com/article/africa-health-algiers-coronavirus-pandemic-algeria-821c1ec10a1fe4371fd56fdaf42498bc    https://web.archive.org/web/20210302080156/https://www.france24.com/en/africa/20210130-algeria-launches-its-covid-19-vaccination-campaign"
Algeria,DZA,20210131,20210221,V3: Vaccine Financial Support,8214,,"Vaccines will start being administered in all regions of the country on Sunday. The campaign is set to start with health care workers, the elderly and other vulnerable populations.  https://web.archive.org/web/20210302080156/https://www.france24.com/en/africa/20210130-algeria-launches-its-covid-19-vaccination-campaign      Algeria received its first shipment of the Russian vaccine Friday at the Boufarik military airport, west of Algiers. Authorities did not indicate how many doses arrived, but the government had said it ordered a first batch of 500,000.  The North African nation is using Russia’s Sputnik-V vaccine, and a 65-year-old retiree received the first shot at a hospital in Blida, a city about 40 kilometers (25 miles) southwest of the capital, Algiers. Health authorities were on hand for the event.    “All measures have been taken to ensure a good rollout of the vaccination campaign on the national territory,” Health Minister Abderrahmane Benbouzid said.    Vaccines will get administered in all regions of the country starting Sunday with health care workers, elderly adults and other vulnerable populations.  Health worker Yacine Ali Messaoud, who received a shot of Sputnik-V on Saturday, told The Associated Press he “came to set an example for the young people of my region and Algerians in general, so they don’t feel fear and can be vaccinated.”    Dr. Omran Fatma Zahra, head of community medicine for the Ouled Yaich health district, said, the public reception to the rollout seemed positive.  “There are a lot of people. We have just vaccinated about 20 people with chronic diseases who are under observation. So, it’s going very well,” the doctor.    https://apnews.com/article/africa-health-algiers-coronavirus-pandemic-algeria-821c1ec10a1fe4371fd56fdaf42498bc"
Algeria,DZA,20210205,20220205,E2: Debt/contract relief,1,,"Key Policy Responses as of February 4, 2021    FISCAL  A national socio-economic recovery plan was discussed at a conference on August 18 and 19. Among other things the plan aims to ensure food and pharmaceutical security, promote a favorable business climate, and foster high value added sectors and international trade and FDI. A supplementary finance law (SFL) was enacted on June 4. It includes provisions amounting to 70bn dinars to mitigate the health and economic impacts of the COVID-19 crisis. For the health sector, this includes 3.7bn for medical supplies, 16.5bn for bonus payments to health workers, and 8.9bn for the health sector’s development. For the economic impact, the law includes 20bn for allowances to the unemployed because of COVID, and 11.5bn for transfers to poor households. Overall, in order to adjust to the new low oil price environment, the SFL plans for a reduction in current and capital spending by 5.7 percent (representing 2.2 percent of 2019 GDP) compared to the initial 2020 budget law. In response to the economic impact on household and enterprises of the lockdown measures, the authorities also announced that: (i) the declaration and payments of income taxes for individuals and enterprises have been postponed except for large enterprises; and (ii) contractual deadlines would be relaxed and penalties for companies that experience delays in completing public contracts would be suspended.    I recorded this as a 1(narrow) because it includes only tax exemption and nothing else like utilities    Source: http://web.archive.org/web/20210215151708/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
Algeria,DZA,20210222,20210301,C4: Restrictions on gatherings,3,1,"No update  Source:   https://web.archive.org/web/20210301224246/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20210222,20210516,V1: Vaccine Prioritisation,6865,,"Vaccines will start being administered in all regions of the country on Sunday. The campaign is set to start with health care workers, the elderly and other vulnerable populations.  A 65-year-old (hence, the code includes age groups 65+) retiree got the first shot of Russia’s Sputnik-V vaccine at a hospital in the town of Blida, about 40 kilometers (25 miles) southwest of the capital, Algiers, in the presence of health authorities.   Since the elderly are getting vaccinated, elderly in care homes have also been included.    https://web.archive.org/web/20210302080156/https://www.france24.com/en/africa/20210130-algeria-launches-its-covid-19-vaccination-campaign"
Algeria,DZA,20210222,20210516,V2: Vaccine Availability,8215,,"Vaccines will start being administered in all regions of the country on Sunday. The campaign is set to start with health care workers, the elderly and other vulnerable populations.  https://web.archive.org/web/20210302080156/https://www.france24.com/en/africa/20210130-algeria-launches-its-covid-19-vaccination-campaign      Algeria received its first shipment of the Russian vaccine Friday at the Boufarik military airport, west of Algiers. Authorities did not indicate how many doses arrived, but the government had said it ordered a first batch of 500,000.  The North African nation is using Russia’s Sputnik-V vaccine, and a 65-year-old retiree received the first shot at a hospital in Blida, a city about 40 kilometers (25 miles) southwest of the capital, Algiers. Health authorities were on hand for the event.    “All measures have been taken to ensure a good rollout of the vaccination campaign on the national territory,” Health Minister Abderrahmane Benbouzid said.    Vaccines will get administered in all regions of the country starting Sunday with health care workers, elderly adults and other vulnerable populations.  Health worker Yacine Ali Messaoud, who received a shot of Sputnik-V on Saturday, told The Associated Press he “came to set an example for the young people of my region and Algerians in general, so they don’t feel fear and can be vaccinated.”    Dr. Omran Fatma Zahra, head of community medicine for the Ouled Yaich health district, said, the public reception to the rollout seemed positive.  “There are a lot of people. We have just vaccinated about 20 people with chronic diseases who are under observation. So, it’s going very well,” the doctor.    https://apnews.com/article/africa-health-algiers-coronavirus-pandemic-algeria-821c1ec10a1fe4371fd56fdaf42498bc"
